base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.49,0.92,0.9,0.025,0.0,0.0,0.9,0.0,0.0,0.05,0.025
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,84.016,0.889,0.125,0.0,0.0,0.0,0.0,0.9,0.0,0.075,0.025
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.761,0.948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.549,0.742,0.25,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.398,0.916,0.95,0.0,0.0,0.0,0.975,0.0,0.0,0.025,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.818,0.946,1.0,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.526,0.918,0.05,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.325
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.248,0.922,0.975,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.72,0.929,0.95,0.0,0.0,0.0,0.825,0.05,0.0,0.125,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,1600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,400,0.0,1.0,0.0,1.0,85.658,0.925,0.85,0.0,0.0,0.0,0.85,0.1,0.025,0.025,0.0
